,Str1,Str2,Shared_norm,Strain1,Strain2
1884,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8472477583646782,303,277
1881,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8426082199434312,303,278
1888,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_WSM409_GCF_004054165.1,0.840911691997257,303,279
1886,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8362542070837189,303,280
1887,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.839339076191328,303,281
1883,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8941035527540704,303,282
1889,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8762189195398664,303,283
1909,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8901472387568142,303,284
1910,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8907387275225014,303,285
1890,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8934780387046842,303,286
1914,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8912978878269713,303,287
1915,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8911454510409567,303,288
1907,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9105423057803226,303,289
1880,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_9B_GCF_011604485.1,0.9101003606903496,303,290
1885,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_T88_GCF_013426935.1,0.8837137569401604,303,291
1895,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8935535548749969,303,292
1891,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.9039345104440968,303,293
1892,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.9038497301225464,303,294
1898,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.9118918920737704,303,295
1882,gsA_R._leguminosarum_SM140A_GCF_004304355.1,R._leguminosarum_CC275e_GCF_000769405.2,0.907118446366479,303,296
1901,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9176129838863396,303,297
1906,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.9111549120924933,303,298
1894,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9298777656141105,303,299
1918,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9258761510071211,303,300
1917,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.925792605407429,303,301
1919,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.925832124662197,303,302
1900,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,1.0,303,303
1908,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.9736440290625801,303,304
1893,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9677125714942101,303,305
1920,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9764223691408751,303,306
1896,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9383051884127003,303,307
1916,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9232276361403267,303,308
1921,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9259743966386301,303,309
1904,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9292835014882777,303,310
1903,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9190477826803488,303,311
1899,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9308244059369244,303,312
1902,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9263253621774201,303,313
1897,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.94775877181491,303,314
1905,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9445389984647621,303,315
1911,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9322149186889754,303,316
1912,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9320180812506119,303,317
1913,gsA_R._leguminosarum_SM140A_GCF_004304355.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9322652245530303,303,318
2256,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8444164014789984,304,277
2253,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8408934723699173,304,278
2260,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8404331940838574,304,279
2258,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8348990874291143,304,280
2259,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.8366880819483888,304,281
2255,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8841865256405901,304,282
2261,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8727185267884916,304,283
2281,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8920112281547244,304,284
2282,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8922973149613166,304,285
2262,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.8955936086563921,304,286
2286,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.8935564818578449,304,287
2287,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.8934059247421149,304,288
2279,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9001434355678928,304,289
2252,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_9B_GCF_011604485.1,0.9012244768089213,304,290
2257,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_T88_GCF_013426935.1,0.882693397651164,304,291
2267,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.8930482736079468,304,292
2263,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.8937748266187969,304,293
2264,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.8939952508237722,304,294
2270,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.9012951252201131,304,295
2254,gsA_R._leguminosarum_SM146B_GCF_004303835.1,R._leguminosarum_CC275e_GCF_000769405.2,0.9011829338656543,304,296
2273,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9139224747401877,304,297
2278,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.9009761042728053,304,298
2266,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.916637216134548,304,299
2290,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.919419161024458,304,300
2289,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.919337868826233,304,301
2291,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.9195335635363435,304,302
2272,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.9736440290625801,304,303
2280,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,1.0,304,304
2265,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9820952692450247,304,305
2292,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9663291817842861,304,306
2268,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9449641249004395,304,307
2288,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9292266972209672,304,308
2293,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9255276647240591,304,309
2276,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9289871225857524,304,310
2275,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.923993982340882,304,311
2271,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9398965692304171,304,312
2274,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9324795328236157,304,313
2269,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.93606326329769,304,314
2277,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9499511644797514,304,315
2283,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9209932137734085,304,316
2284,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9212626940124555,304,317
2285,gsA_R._leguminosarum_SM146B_GCF_004303835.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9213518166905734,304,318
1590,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8437481467537429,305,277
1587,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8474832735066543,305,278
1594,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8475803489430018,305,279
1592,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8431628123954349,305,280
1593,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.844292459541574,305,281
1589,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.8941072894952182,305,282
1595,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8801301574624534,305,283
1615,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.9018850567411086,305,284
1616,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.9018675726821634,305,285
1596,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.9053612119198085,305,286
1620,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.9033163022991779,305,287
1621,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.9031639723999707,305,288
1613,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9102266605357698,305,289
1586,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_9B_GCF_011604485.1,0.910249048465293,305,290
1591,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_T88_GCF_013426935.1,0.8917319539202897,305,291
1601,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.901204169249085,305,292
1597,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.9023847228553121,305,293
1598,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.9024533795989028,305,294
1604,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.9118828800203218,305,295
1588,gsA_R._leguminosarum_SM130A_GCF_004304365.1,R._leguminosarum_CC275e_GCF_000769405.2,0.9108336278622868,305,296
1607,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9067145018133331,305,297
1612,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.9086727803557118,305,298
1600,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9261315871593021,305,299
1624,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9110672986142279,305,300
1623,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.9111350685353458,305,301
1625,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.9113219058229184,305,302
1606,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.9677125714942101,305,303
1614,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.9820952692450247,305,304
1599,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,1.0,305,305
1626,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,0.9782421465981265,305,306
1602,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9558191693745157,305,307
1622,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9387674721219839,305,308
1627,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9345224383294579,305,309
1610,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.939227901049037,305,310
1609,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9341043025854432,305,311
1605,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9491374317633301,305,312
1608,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9419756551382288,305,313
1603,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.936615006240757,305,314
1611,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9618263100648321,305,315
1617,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9303365245437744,305,316
1618,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.930755653178236,305,317
1619,gsA_R._leguminosarum_SM130A_GCF_004304365.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9306945941783459,305,318
2832,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8451994867511174,306,277
2829,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_CB2179_GCF_004028055.1,0.847873614854747,306,278
2836,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8478539594650152,306,279
2834,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8463248914146695,306,280
2835,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.845518771344243,306,281
2831,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.9035539691694425,306,282
2837,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8892382729269062,306,283
2857,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.8982940465526718,306,284
2858,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8984272449177596,306,285
2838,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.9019694708676471,306,286
2862,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.9000886121643823,306,287
2863,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.9000886121643823,306,288
2855,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9196648968754371,306,289
2828,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_9B_GCF_011604485.1,0.918603234332963,306,290
2833,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_T88_GCF_013426935.1,0.8906155548830406,306,291
2843,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.90107711951411,306,292
2839,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM128A_GCF_004304705.1,0.9104633969181813,306,293
2840,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM128B_GCF_004304555.1,0.910531948628508,306,294
2846,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM138A_GCF_004304455.1,0.9201090999438402,306,295
2830,gsA_R._leguminosarum_SM163A_GCF_004303275.1,R._leguminosarum_CC275e_GCF_000769405.2,0.9159106741628156,306,296
2849,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM140B_GCF_004304635.1,0.9150132104190001,306,297
2854,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM145C_GCF_004304065.1,0.9206518633205332,306,298
2842,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM130B_GCF_004304475.1,0.9360463672668261,306,299
2866,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM155B_GCF_004303535.1,0.9214729119638826,306,300
2865,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM155A_GCF_004303465.1,0.9216946107330963,306,301
2867,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.921572319939068,306,302
2848,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM140A_GCF_004304355.1,0.9764223691408751,306,303
2856,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM146B_GCF_004303835.1,0.9663291817842861,306,304
2841,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM130A_GCF_004304365.1,0.9782421465981265,306,305
2868,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM163A_GCF_004303275.1,1.0,306,306
2844,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM136A_GCF_004304335.1,0.9485516155847875,306,307
2864,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM154C_GCF_004303365.1,0.9304598735283534,306,308
2869,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.9342796057677558,306,309
2852,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM145A_GCF_004304245.1,0.9369834916484107,306,310
2851,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.9271818676465426,306,311
2847,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM138B_GCF_004304385.1,0.9392748159918975,306,312
2850,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM144A_GCF_004303625.1,0.9336705948307638,306,313
2845,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM137B_GCF_004304535.1,0.946394635875768,306,314
2853,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM145B_GCF_004303985.1,0.9541012591104668,306,315
2859,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM152A_GCF_004303715.1,0.9400678438068026,306,316
2860,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM152B_GCF_004303755.1,0.9404853620955316,306,317
2861,gsA_R._leguminosarum_SM163A_GCF_004303275.1,gsA_R._leguminosarum_SM152C_GCF_004303945.1,0.9401146687240347,306,318
1716,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_SRDI943_GCF_000372105.1,0.8473343755655559,307,277
1713,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_CB2179_GCF_004028055.1,0.8539179156320544,307,278
1720,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_WSM409_GCF_004054165.1,0.8508906271352232,307,279
1718,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_WSM1325_GCF_000023185.1,0.8453691174078632,307,280
1719,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_WSM1328_GCF_004054135.1,0.8506656713015384,307,281
1715,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_RCAM1365_GCA_014189635.1,0.90190757789216,307,282
1721,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_WSM78_GCF_004054145.1,0.8868828428467548,307,283
1741,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM151A_GCF_004304175.1,0.9058883265193087,307,284
1742,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.9069394616715662,307,285
1722,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM123_GCF_004304845.1,0.9073788729591994,307,286
1746,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM154A_GCF_004303735.1,0.903808271242601,307,287
1747,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM154B_GCF_004303745.1,0.903808271242601,307,288
1739,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM146A_GCF_004303875.1,0.9127593746263789,307,289
1712,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_9B_GCF_011604485.1,0.9129322674541623,307,290
1717,gsA_R._leguminosarum_SM136A_GCF_004304335.1,R._leguminosarum_T88_GCF_013426935.1,0.8937853723806415,307,291
1727,gsA_R._leguminosarum_SM136A_GCF_004304335.1,gsA_R._leguminosarum_SM131_GCF_004304285.1,0.9096682807168182,307,292
